,년,월,일,시간,건구온도 (℃),건구온도_불확도 (℃),이슬점온도 (℃),이슬점온도_불확도 (℃),상대습도 (%),상대습도_불확도 (%),표면기압 (hPa),표면기압_불확도 (hPa),풍속 (m/s),풍속_불확도 (m/s),수평면 전일사량 (Wh/m²),수평면 전일사량_불확도 (Wh/m²)
29,2016,1,2,5,0.7,2.4,-0.2,1.7,94,11.3,1005.7,1.5,1.9,0.7,0,0
30,2016,1,2,6,1.0,2.4,0.2,1.7,94,11.3,1005.3,1.5,2.1,0.8,0,0
31,2016,1,2,7,1.4,2.4,0.7,1.7,95,11.4,1005.1,1.5,2.1,0.8,10,1
32,2016,1,2,8,1.5,2.4,0.8,1.7,95,11.4,1004.9,1.5,2.1,0.8,0,0
33,2016,1,2,9,2.2,2.4,1.5,1.7,95,11.4,1004.9,1.5,2.0,0.7,12,1
34,2016,1,2,10,3.8,2.4,2.6,1.7,92,11.0,1005.2,1.5,2.1,0.8,11,1
35,2016,1,2,11,5.3,2.4,3.4,1.7,88,10.6,1005.1,1.5,2.7,1.0,155,11
36,2016,1,2,12,6.6,2.4,4.1,1.7,84,10.1,1004.4,1.5,3.7,1.4,113,8
37,2016,1,2,13,7.8,2.4,4.0,1.7,77,9.2,1003.1,1.5,3.4,1.3,254,18
38,2016,1,2,14,8.1,2.4,3.5,1.7,73,8.8,1002.5,1.5,3.9,1.4,51,4
39,2016,1,2,15,8.4,2.4,3.0,1.7,69,8.3,1002.0,1.5,4.1,1.5,181,13
40,2016,1,2,16,7.6,2.4,3.2,1.7,74,8.9,1002.3,1.5,3.2,1.2,6,0
41,2016,1,2,17,6.7,2.4,3.9,1.7,82,9.8,1002.1,1.5,2.5,0.9,23,2
42,2016,1,2,18,5.4,2.4,4.2,1.7,92,11.0,1002.2,1.5,2.1,0.8,10,1
43,2016,1,2,19,4.6,2.4,4.0,1.7,96,11.5,1002.4,1.5,1.8,0.7,10,1
44,2016,1,2,20,3.9,2.4,3.7,1.7,99,11.9,1002.3,1.5,1.7,0.6,0,0
45,2016,1,2,21,3.7,2.4,3.6,1.7,99,11.9,1002.3,1.5,1.5,0.6,0,0
46,2016,1,2,22,3.5,2.4,3.5,1.7,100,12.0,1002.2,1.5,1.3,0.5,0,0
47,2016,1,2,23,3.3,2.4,3.3,1.7,100,12.0,1002.2,1.5,1.1,0.4,0,0
48,2016,1,3,0,3.6,2.4,3.6,1.7,100,12.0,1002.1,1.5,0.9,0.3,0,0
49,2016,1,3,1,4.2,2.4,4.2,1.7,100,12.0,1001.7,1.5,0.7,0.3,0,0
50,2016,1,3,2,4.5,2.4,4.4,1.7,99,11.9,1001.6,1.5,0.6,0.2,0,0
51,2016,1,3,3,4.4,2.4,4.3,1.7,99,11.9,1001.5,1.5,0.3,0.1,0,0
52,2016,1,3,4,2.4,2.4,2.4,1.7,100,12.0,1001.3,1.5,0.4,0.1,0,0
53,2016,1,3,5,2.4,2.4,2.3,1.7,99,11.9,1001.1,1.5,0.5,0.2,0,0
54,2016,1,3,6,2.2,2.4,2.2,1.7,100,12.0,1001.4,1.5,0.5,0.2,0,0
55,2016,1,3,7,1.9,2.4,1.8,1.7,99,11.9,1001.7,1.5,0.7,0.3,10,1
56,2016,1,3,8,1.5,2.4,1.5,1.7,100,12.0,1001.8,1.5,0.9,0.3,0,0
57,2016,1,3,9,2.0,2.4,2.0,1.7,100,12.0,1002.0,1.5,0.9,0.3,53,4
58,2016,1,3,10,3.0,2.4,2.8,1.7,99,11.9,1002.2,1.5,0.8,0.3,110,8
59,2016,1,3,11,3.9,2.4,3.3,1.7,96,11.5,1002.2,1.5,0.8,0.3,145,10
60,2016,1,3,12,4.6,2.4,3.2,1.7,91,10.9,1001.8,1.5,1.3,0.5,249,17
61,2016,1,3,13,5.3,2.4,3.2,1.7,86,10.3,1000.8,1.5,1.6,0.6,213,15
62,2016,1,3,14,5.6,2.4,2.8,1.7,82,9.8,1000.6,1.5,2.0,0.7,236,16
63,2016,1,3,15,5.7,2.4,2.7,1.7,81,9.7,1000.6,1.5,2.1,0.8,187,13
64,2016,1,3,16,6.1,2.4,2.0,1.7,75,9.0,999.9,1.5,1.8,0.7,126,9
65,2016,1,3,17,5.4,2.4,2.3,1.7,80,9.6,1000.1,1.5,1.2,0.4,33,2
66,2016,1,3,18,4.3,2.4,2.3,1.7,87,10.4,1000.4,1.5,1.4,0.5,10,1
67,2016,1,3,19,3.3,2.4,2.0,1.7,91,10.9,1001.1,1.5,1.4,0.5,10,1
68,2016,1,3,20,2.5,2.4,1.5,1.7,93,11.2,1001.4,1.5,1.4,0.5,0,0
69,2016,1,3,21,1.6,2.4,1.0,1.7,96,11.5,1001.6,1.5,1.1,0.4,0,0
70,2016,1,3,22,1.3,2.4,0.8,1.7,96,11.5,1001.6,1.5,1.1,0.4,0,0
71,2016,1,3,23,0.7,2.4,0.4,1.7,98,11.8,1001.6,1.5,1.3,0.5,0,0
72,2016,1,4,0,0.2,2.4,-0.1,1.7,98,11.8,1001.7,1.5,1.4,0.5,0,0
73,2016,1,4,1,0.0,2.4,-0.2,1.7,99,11.9,1001.5,1.5,1.6,0.6,0,0
74,2016,1,4,2,0.5,2.4,0.2,1.7,98,11.8,1001.9,1.5,1.8,0.7,0,0
75,2016,1,4,3,0.2,2.4,-0.1,1.7,98,11.8,1002.0,1.5,1.9,0.7,0,0
76,2016,1,4,4,0.2,2.4,-1.1,1.7,91,10.9,1002.2,1.5,2.2,0.8,0,0
77,2016,1,4,5,-0.4,2.4,-1.9,1.7,90,10.8,1002.6,1.5,2.0,0.7,0,0
78,2016,1,4,6,-1.1,2.4,-2.7,1.7,89,10.7,1003.0,1.5,1.8,0.7,0,0
79,2016,1,4,7,-1.5,2.4,-3.7,1.7,85,10.2,1003.7,1.5,1.8,0.7,10,1
80,2016,1,4,8,-1.9,2.4,-4.8,1.7,81,9.7,1004.3,1.5,2.0,0.7,5,0
81,2016,1,4,9,-1.6,2.4,-6.1,1.7,71,8.5,1005.0,1.5,2.1,0.8,130,9
82,2016,1,4,10,-0.7,2.4,-7.1,1.7,62,7.4,1005.5,1.5,2.4,0.9,283,20
83,2016,1,4,11,0.4,2.4,-8.0,1.7,53,6.4,1005.6,1.5,2.8,1.0,400,28
84,2016,1,4,12,1.3,2.4,-8.9,1.7,47,5.6,1005.3,1.5,3.2,1.2,467,33
85,2016,1,4,13,1.7,2.4,-9.8,1.7,42,5.0,1004.6,1.5,3.5,1.3,474,33
86,2016,1,4,14,1.7,2.4,-10.6,1.7,40,4.8,1004.5,1.5,3.6,1.3,422,30
87,2016,1,4,15,1.4,2.4,-11.2,1.7,39,4.7,1004.7,1.5,3.5,1.3,227,16
88,2016,1,4,16,0.9,2.4,-11.1,1.7,40,4.8,1004.6,1.5,3.3,1.2,172,12
89,2016,1,4,17,-0.1,2.4,-11.4,1.7,42,5.0,1004.9,1.5,2.7,1.0,35,2
90,2016,1,4,18,-1.2,2.4,-11.8,1.7,44,5.3,1005.3,1.5,2.5,0.9,10,1
91,2016,1,4,19,-2.0,2.4,-11.9,1.7,47,5.6,1005.7,1.5,2.6,1.0,10,1
92,2016,1,4,20,-2.5,2.4,-12.0,1.7,48,5.8,1006.4,1.5,2.8,1.0,0,0
93,2016,1,4,21,-3.0,2.4,-12.1,1.7,50,6.0,1007.0,1.5,2.8,1.0,0,0
94,2016,1,4,22,-3.4,2.4,-12.2,1.7,51,6.1,1007.5,1.5,2.6,1.0,0,0
95,2016,1,4,23,-3.7,2.4,-12.6,1.7,50,6.0,1007.8,1.5,2.6,1.0,0,0
96,2016,1,5,0,-3.8,2.4,-13.3,1.7,48,5.8,1008.1,1.5,2.6,1.0,0,0
97,2016,1,5,1,-4.0,2.4,-14.4,1.7,44,5.3,1008.3,1.5,2.6,1.0,0,0
98,2016,1,5,2,-4.2,2.4,-15.6,1.7,41,4.9,1008.5,1.5,2.8,1.0,0,0
99,2016,1,5,3,-4.5,2.4,-16.8,1.7,38,4.6,1008.4,1.5,2.7,1.0,0,0
100,2016,1,5,4,-4.0,2.4,-17.6,1.7,34,4.1,1007.6,1.5,2.7,1.0,0,0
101,2016,1,5,5,-4.2,2.4,-18.5,1.7,32,3.8,1007.3,1.5,2.5,0.9,0,0
102,2016,1,5,6,-4.4,2.4,-19.1,1.7,31,3.7,1007.3,1.5,2.4,0.9,0,0
103,2016,1,5,7,-4.6,2.4,-19.5,1.7,30,3.6,1007.6,1.5,2.4,0.9,10,1
104,2016,1,5,8,-4.7,2.4,-19.7,1.7,30,3.6,1008.1,1.5,2.3,0.9,5,0
105,2016,1,5,9,-4.4,2.4,-19.5,1.7,30,3.6,1008.8,1.5,2.4,0.9,92,6
106,2016,1,5,10,-3.6,2.4,-19.2,1.7,29,3.5,1009.1,1.5,2.6,1.0,285,20
107,2016,1,5,11,-2.6,2.4,-18.8,1.7,28,3.4,1009.4,1.5,2.9,1.1,403,28
108,2016,1,5,12,-1.7,2.4,-18.3,1.7,27,3.2,1009.1,1.5,3.1,1.1,471,33
109,2016,1,5,13,-1.0,2.4,-17.6,1.7,27,3.2,1008.4,1.5,3.4,1.3,478,33
110,2016,1,5,14,-0.7,2.4,-16.7,1.7,29,3.5,1007.8,1.5,3.5,1.3,0,0
111,2016,1,5,15,-0.7,2.4,-16.0,1.7,30,3.6,1007.9,1.5,3.5,1.3,318,22
112,2016,1,5,16,-1.7,2.4,-15.5,1.7,34,4.1,1007.7,1.5,3.2,1.2,174,12
113,2016,1,5,17,-2.3,2.4,-15.1,1.7,37,4.4,1008.1,1.5,2.9,1.1,37,3
114,2016,1,5,18,-2.9,2.4,-14.7,1.7,40,4.8,1008.7,1.5,2.6,1.0,10,1
115,2016,1,5,19,-3.4,2.4,-14.3,1.7,43,5.2,1009.1,1.5,2.5,0.9,10,1
116,2016,1,5,20,-3.7,2.4,-14.0,1.7,45,5.4,1009.3,1.5,2.2,0.8,0,0
117,2016,1,5,21,-4.0,2.4,-13.7,1.7,47,5.6,1009.7,1.5,1.9,0.7,0,0
118,2016,1,5,22,-4.4,2.4,-13.4,1.7,49,5.9,1009.9,1.5,1.6,0.6,0,0
119,2016,1,5,23,-4.7,2.4,-12.6,1.7,54,6.5,1009.5,1.5,1.2,0.4,0,0
120,2016,1,6,0,-4.5,2.4,-11.5,1.7,58,7.0,1008.9,1.5,0.9,0.3,0,0
121,2016,1,6,1,-4.4,2.4,-11.6,1.7,57,6.8,1008.8,1.5,0.8,0.3,0,0
122,2016,1,6,2,-4.5,2.4,-11.5,1.7,58,7.0,1008.7,1.5,0.9,0.3,0,0
123,2016,1,6,3,-4.7,2.4,-11.5,1.7,59,7.1,1008.5,1.5,1.1,0.4,0,0
124,2016,1,6,4,-5.1,2.4,-12.4,1.7,57,6.8,1008.1,1.5,1.2,0.4,0,0
125,2016,1,6,5,-5.2,2.4,-12.7,1.7,56,6.7,1008.1,1.5,1.3,0.5,0,0
126,2016,1,6,6,-5.1,2.4,-12.6,1.7,56,6.7,1007.9,1.5,1.2,0.4,0,0
127,2016,1,6,7,-5.0,2.4,-12.8,1.7,54,6.5,1008.0,1.5,1.0,0.4,10,1
128,2016,1,6,8,-4.8,2.4,-12.9,1.7,53,6.4,1008.2,1.5,0.9,0.3,0,0
129,2016,1,6,9,-4.2,2.4,-12.5,1.7,52,6.2,1008.1,1.5,0.9,0.3,48,3
130,2016,1,6,10,-3.0,2.4,-11.3,1.7,53,6.4,1008.3,1.5,1.2,0.4,142,10
131,2016,1,6,11,-1.6,2.4,-9.9,1.7,53,6.4,1007.7,1.5,1.8,0.7,386,27
132,2016,1,6,12,-0.4,2.4,-8.9,1.7,53,6.4,1007.0,1.5,2.5,0.9,476,33
133,2016,1,6,13,0.6,2.4,-8.6,1.7,50,6.0,1005.8,1.5,3.3,1.2,484,34
134,2016,1,6,14,0.9,2.4,-8.1,1.7,51,6.1,1005.1,1.5,3.4,1.3,401,28
135,2016,1,6,15,0.7,2.4,-7.9,1.7,53,6.4,1004.8,1.5,3.4,1.3,181,13
136,2016,1,6,16,-0.0,2.4,-7.9,1.7,55,6.6,1004.7,1.5,3.2,1.2,178,12
137,2016,1,6,17,-0.6,2.4,-7.9,1.7,58,7.0,1004.7,1.5,2.4,0.9,35,2
138,2016,1,6,18,-1.5,2.4,-8.1,1.7,61,7.3,1004.7,1.5,2.3,0.9,10,1
139,2016,1,6,19,-2.2,2.4,-8.6,1.7,62,7.4,1005.0,1.5,2.4,0.9,10,1
140,2016,1,6,20,-2.8,2.4,-9.2,1.7,61,7.3,1005.5,1.5,2.5,0.9,0,0
141,2016,1,6,21,-3.4,2.4,-9.8,1.7,61,7.3,1005.6,1.5,2.5,0.9,0,0
142,2016,1,6,22,-3.9,2.4,-10.1,1.7,62,7.4,1005.6,1.5,2.4,0.9,0,0
143,2016,1,6,23,-4.3,2.4,-10.4,1.7,62,7.4,1005.6,1.5,2.3,0.9,0,0
144,2016,1,7,0,-4.5,2.4,-10.6,1.7,62,7.4,1005.6,1.5,2.0,0.7,0,0
145,2016,1,7,1,-4.6,2.4,-10.9,1.7,61,7.3,1005.7,1.5,2.0,0.7,0,0
146,2016,1,7,2,-4.7,2.4,-11.2,1.7,60,7.2,1005.5,1.5,2.0,0.7,0,0
147,2016,1,7,3,-4.9,2.4,-11.6,1.7,59,7.1,1005.5,1.5,2.0,0.7,0,0
148,2016,1,7,4,-4.9,2.4,-12.6,1.7,55,6.6,1005.4,1.5,2.2,0.8,0,0
149,2016,1,7,5,-5.1,2.4,-13.4,1.7,52,6.2,1005.4,1.5,2.2,0.8,0,0
150,2016,1,7,6,-5.3,2.4,-14.3,1.7,49,5.9,1005.6,1.5,2.4,0.9,0,0
151,2016,1,7,7,-5.6,2.4,-15.0,1.7,48,5.8,1005.8,1.5,2.3,0.9,10,1
152,2016,1,7,8,-5.9,2.4,-15.5,1.7,47,5.6,1006.0,1.5,2.1,0.8,6,0
153,2016,1,7,9,-5.6,2.4,-15.7,1.7,45,5.4,1006.2,1.5,2.2,0.8,141,10
154,2016,1,7,10,-4.6,2.4,-16.1,1.7,40,4.8,1006.6,1.5,2.4,0.9,293,21
155,2016,1,7,11,-3.3,2.4,-16.5,1.7,35,4.2,1006.2,1.5,2.5,0.9,414,29
156,2016,1,7,12,-2.1,2.4,-16.8,1.7,32,3.8,1005.9,1.5,2.9,1.1,483,34
157,2016,1,7,13,-1.4,2.4,-17.0,1.7,29,3.5,1005.0,1.5,3.3,1.2,492,34
158,2016,1,7,14,-1.0,2.4,-17.2,1.7,28,3.4,1004.5,1.5,3.4,1.3,440,31
159,2016,1,7,15,-1.0,2.4,-17.3,1.7,28,3.4,1004.3,1.5,3.4,1.3,332,23
160,2016,1,7,16,-1.7,2.4,-16.3,1.7,32,3.8,1004.1,1.5,3.3,1.2,185,13
161,2016,1,7,17,-2.5,2.4,-16.0,1.7,35,4.2,1004.7,1.5,3.0,1.1,42,3
162,2016,1,7,18,-3.4,2.4,-15.8,1.7,38,4.6,1005.0,1.5,3.2,1.2,11,1
163,2016,1,7,19,-4.1,2.4,-15.4,1.7,41,4.9,1005.2,1.5,3.0,1.1,11,1
164,2016,1,7,20,-4.6,2.4,-14.8,1.7,45,5.4,1005.4,1.5,2.8,1.0,0,0
165,2016,1,7,21,-5.0,2.4,-14.3,1.7,48,5.8,1005.2,1.5,2.8,1.0,0,0
166,2016,1,7,22,-5.3,2.4,-13.7,1.7,52,6.2,1005.2,1.5,2.8,1.0,0,0
167,2016,1,7,23,-5.6,2.4,-13.3,1.7,55,6.6,1005.0,1.5,2.7,1.0,0,0
168,2016,1,8,0,-5.7,2.4,-13.1,1.7,56,6.7,1004.7,1.5,2.6,1.0,0,0
169,2016,1,8,1,-5.7,2.4,-13.2,1.7,55,6.6,1004.3,1.5,2.5,0.9,0,0
170,2016,1,8,2,-5.7,2.4,-13.3,1.7,55,6.6,1004.1,1.5,2.4,0.9,0,0
171,2016,1,8,3,-5.6,2.4,-13.5,1.7,54,6.5,1004.0,1.5,2.2,0.8,0,0
172,2016,1,8,4,-5.8,2.4,-13.7,1.7,54,6.5,1004.0,1.5,1.9,0.7,0,0
173,2016,1,8,5,-5.9,2.4,-13.8,1.7,54,6.5,1003.6,1.5,1.9,0.7,0,0
174,2016,1,8,6,-5.9,2.4,-14.0,1.7,53,6.4,1003.7,1.5,1.9,0.7,0,0
175,2016,1,8,7,-6.0,2.4,-14.4,1.7,51,6.1,1003.7,1.5,2.0,0.7,11,1
176,2016,1,8,8,-6.2,2.4,-14.9,1.7,50,6.0,1004.1,1.5,1.9,0.7,13,1
177,2016,1,8,9,-5.6,2.4,-15.6,1.7,45,5.4,1004.6,1.5,2.2,0.8,140,10
178,2016,1,8,10,-4.2,2.4,-16.4,1.7,38,4.6,1005.1,1.5,2.5,0.9,291,20
179,2016,1,8,11,-2.9,2.4,-16.8,1.7,33,4.0,1004.9,1.5,2.9,1.1,411,29
180,2016,1,8,12,-1.7,2.4,-15.9,1.7,33,4.0,1004.4,1.5,3.4,1.3,480,34
181,2016,1,8,13,-0.8,2.4,-14.5,1.7,35,4.2,1003.4,1.5,3.7,1.4,489,34
182,2016,1,8,14,-0.2,2.4,-13.7,1.7,35,4.2,1003.0,1.5,4.0,1.5,436,31
183,2016,1,8,15,-0.1,2.4,-12.9,1.7,38,4.6,1002.9,1.5,3.8,1.4,329,23
184,2016,1,8,16,-0.9,2.4,-12.8,1.7,40,4.8,1003.0,1.5,3.9,1.4,184,13
185,2016,1,8,17,-1.6,2.4,-12.2,1.7,44,5.3,1003.3,1.5,2.8,1.0,0,0
186,2016,1,8,18,-2.3,2.4,-12.0,1.7,47,5.6,1003.7,1.5,2.2,0.8,10,1
187,2016,1,8,19,-2.9,2.4,-12.0,1.7,50,6.0,1004.0,1.5,2.1,0.8,10,1
188,2016,1,8,20,-3.4,2.4,-12.1,1.7,51,6.1,1004.5,1.5,2.1,0.8,0,0
189,2016,1,8,21,-3.9,2.4,-12.4,1.7,52,6.2,1004.8,1.5,2.2,0.8,0,0
190,2016,1,8,22,-4.4,2.4,-12.7,1.7,52,6.2,1005.2,1.5,2.2,0.8,0,0
191,2016,1,8,23,-4.8,2.4,-12.9,1.7,53,6.4,1005.5,1.5,2.1,0.8,0,0
192,2016,1,9,0,-5.1,2.4,-13.1,1.7,53,6.4,1005.5,1.5,2.0,0.7,0,0
193,2016,1,9,1,-5.4,2.4,-13.2,1.7,54,6.5,1005.6,1.5,1.9,0.7,0,0
194,2016,1,9,2,-5.6,2.4,-13.3,1.7,55,6.6,1005.6,1.5,1.8,0.7,0,0
195,2016,1,9,3,-5.8,2.4,-13.3,1.7,55,6.6,1006.0,1.5,1.8,0.7,0,0
196,2016,1,9,4,-5.5,2.4,-12.7,1.7,57,6.8,1005.8,1.5,1.4,0.5,0,0
197,2016,1,9,5,-5.6,2.4,-12.7,1.7,57,6.8,1005.6,1.5,1.2,0.4,0,0
198,2016,1,9,6,-5.7,2.4,-12.6,1.7,58,7.0,1005.7,1.5,1.1,0.4,0,0
199,2016,1,9,7,-5.8,2.4,-12.6,1.7,59,7.1,1006.1,1.5,1.2,0.4,10,1
200,2016,1,9,8,-6.0,2.4,-12.5,1.7,60,7.2,1006.5,1.5,1.3,0.5,11,1
201,2016,1,9,9,-4.9,2.4,-12.2,1.7,57,6.8,1006.9,1.5,1.5,0.6,139,10
202,2016,1,9,10,-3.5,2.4,-11.8,1.7,53,6.4,1007.3,1.5,2.0,0.7,292,20
203,2016,1,9,11,-2.3,2.4,-12.1,1.7,47,5.6,1007.5,1.5,2.4,0.9,413,29
204,2016,1,9,12,-1.2,2.4,-12.7,1.7,41,4.9,1006.7,1.5,2.8,1.0,483,34
205,2016,1,9,13,-0.5,2.4,-12.8,1.7,39,4.7,1005.9,1.5,3.1,1.1,493,35
206,2016,1,9,14,0.1,2.4,-12.6,1.7,38,4.6,1005.4,1.5,3.4,1.3,441,31
207,2016,1,9,15,0.1,2.4,-12.2,1.7,39,4.7,1005.3,1.5,3.5,1.3,335,23
208,2016,1,9,16,-0.8,2.4,-12.1,1.7,42,5.0,1005.3,1.5,3.3,1.2,189,13
209,2016,1,9,17,-1.4,2.4,-11.5,1.7,46,5.5,1005.5,1.5,2.9,1.1,45,3
210,2016,1,9,18,-1.8,2.4,-10.8,1.7,50,6.0,1005.8,1.5,2.2,0.8,10,1
211,2016,1,9,19,-1.9,2.4,-10.1,1.7,54,6.5,1006.1,1.5,2.0,0.7,10,1
212,2016,1,9,20,-2.0,2.4,-9.3,1.7,57,6.8,1006.0,1.5,2.1,0.8,0,0
213,2016,1,9,21,-1.8,2.4,-8.5,1.7,60,7.2,1006.1,1.5,2.2,0.8,0,0
214,2016,1,9,22,-1.6,2.4,-7.3,1.7,65,7.8,1006.1,1.5,2.5,0.9,0,0
215,2016,1,9,23,-1.6,2.4,-6.1,1.7,71,8.5,1006.2,1.5,2.4,0.9,0,0
216,2016,1,10,0,-1.4,2.4,-5.4,1.7,74,8.9,1006.0,1.5,2.2,0.8,0,0
217,2016,1,10,1,-1.3,2.4,-4.9,1.7,77,9.2,1005.8,1.5,2.1,0.8,0,0
218,2016,1,10,2,-1.5,2.4,-4.7,1.7,79,9.5,1005.7,1.5,2.0,0.7,0,0
219,2016,1,10,3,-1.6,2.4,-4.7,1.7,79,9.5,1005.9,1.5,1.9,0.7,0,0
220,2016,1,10,4,-2.0,2.4,-4.8,1.7,81,9.7,1005.4,1.5,1.7,0.6,0,0
221,2016,1,10,5,-2.3,2.4,-5.3,1.7,80,9.6,1005.4,1.5,1.8,0.7,0,0
222,2016,1,10,6,-2.8,2.4,-6.0,1.7,79,9.5,1005.6,1.5,1.9,0.7,0,0
223,2016,1,10,7,-3.2,2.4,-6.7,1.7,77,9.2,1006.1,1.5,2.0,0.7,10,1
224,2016,1,10,8,-3.6,2.4,-7.2,1.7,76,9.1,1006.7,1.5,2.1,0.8,8,1
225,2016,1,10,9,-2.8,2.4,-8.0,1.7,67,8.0,1007.5,1.5,2.3,0.9,136,10
226,2016,1,10,10,-1.8,2.4,-10.5,1.7,51,6.1,1008.2,1.5,2.7,1.0,286,20
227,2016,1,10,11,-0.8,2.4,-12.7,1.7,40,4.8,1008.5,1.5,2.8,1.0,405,28
228,2016,1,10,12,0.1,2.4,-14.2,1.7,33,4.0,1008.1,1.5,2.9,1.1,473,33
229,2016,1,10,13,0.7,2.4,-15.2,1.7,29,3.5,1007.4,1.5,3.1,1.1,483,34
230,2016,1,10,14,1.0,2.4,-15.9,1.7,27,3.2,1006.7,1.5,3.2,1.2,432,30
231,2016,1,10,15,0.8,2.4,-16.3,1.7,27,3.2,1006.9,1.5,3.2,1.2,328,23
232,2016,1,10,16,0.4,2.4,-16.0,1.7,28,3.4,1006.9,1.5,3.1,1.1,184,13
233,2016,1,10,17,-0.5,2.4,-15.5,1.7,31,3.7,1007.3,1.5,2.6,1.0,44,3
234,2016,1,10,18,-1.6,2.4,-15.7,1.7,33,4.0,1007.8,1.5,2.4,0.9,10,1
235,2016,1,10,19,-2.3,2.4,-15.8,1.7,35,4.2,1008.6,1.5,2.5,0.9,10,1
236,2016,1,10,20,-2.9,2.4,-16.0,1.7,36,4.3,1009.2,1.5,2.7,1.0,0,0
237,2016,1,10,21,-3.4,2.4,-16.0,1.7,37,4.4,1009.6,1.5,2.6,1.0,0,0
238,2016,1,10,22,-4.0,2.4,-15.8,1.7,39,4.7,1009.4,1.5,2.4,0.9,0,0
239,2016,1,10,23,-4.3,2.4,-15.8,1.7,40,4.8,1009.1,1.5,2.3,0.9,0,0
240,2016,1,11,0,-4.5,2.4,-15.9,1.7,41,4.9,1008.9,1.5,2.2,0.8,0,0
241,2016,1,11,1,-4.7,2.4,-16.1,1.7,41,4.9,1009.1,1.5,2.3,0.9,0,0
242,2016,1,11,2,-4.8,2.4,-16.6,1.7,39,4.7,1009.0,1.5,2.3,0.9,0,0
243,2016,1,11,3,-5.0,2.4,-17.2,1.7,38,4.6,1008.9,1.5,2.3,0.9,0,0
244,2016,1,11,4,-4.7,2.4,-16.4,1.7,40,4.8,1008.4,1.5,2.2,0.8,0,0
245,2016,1,11,5,-5.0,2.4,-16.9,1.7,39,4.7,1008.2,1.5,2.2,0.8,0,0
