,년,월,일,시간,건구온도 (℃),건구온도_불확도 (℃),이슬점온도 (℃),이슬점온도_불확도 (℃),상대습도 (%),상대습도_불확도 (%),표면기압 (hPa),표면기압_불확도 (hPa),풍속 (m/s),풍속_불확도 (m/s),수평면 전일사량 (Wh/m²),수평면 전일사량_불확도 (Wh/m²)
23,2009,1,1,23,-6.1,2.4,-12.0,1.7,63,7.6,964.4,1.5,2.1,0.8,0,0
24,2009,1,2,0,-6.3,2.4,-11.6,1.7,66,7.9,964.4,1.5,2.1,0.8,0,0
25,2009,1,2,1,-6.5,2.4,-11.2,1.7,69,8.3,964.5,1.5,2.1,0.8,0,0
26,2009,1,2,2,-6.6,2.4,-10.9,1.7,71,8.5,964.4,1.5,2.1,0.8,0,0
27,2009,1,2,3,-6.7,2.4,-10.6,1.7,74,8.9,964.5,1.5,2.1,0.8,0,0
28,2009,1,2,4,-7.4,2.4,-10.6,1.7,78,9.4,964.9,1.5,1.9,0.7,0,0
29,2009,1,2,5,-7.3,2.4,-10.3,1.7,79,9.5,964.9,1.5,1.8,0.7,0,0
30,2009,1,2,6,-7.2,2.4,-10.1,1.7,80,9.6,965.1,1.5,1.9,0.7,0,0
31,2009,1,2,7,-7.1,2.4,-10.0,1.7,80,9.6,965.4,1.5,1.9,0.7,0,0
32,2009,1,2,8,-7.0,2.4,-9.9,1.7,80,9.6,965.5,1.5,1.9,0.7,0,0
33,2009,1,2,9,-5.5,2.4,-9.7,1.7,72,8.6,966.2,1.5,1.9,0.7,180,13
34,2009,1,2,10,-3.4,2.4,-10.3,1.7,59,7.1,966.6,1.5,2.7,1.0,327,23
35,2009,1,2,11,-1.4,2.4,-11.7,1.7,45,5.4,966.8,1.5,3.2,1.2,446,31
36,2009,1,2,12,0.0,2.4,-12.8,1.7,38,4.6,966.5,1.5,3.4,1.3,512,36
37,2009,1,2,13,0.9,2.4,-13.3,1.7,34,4.1,965.7,1.5,3.7,1.4,514,36
38,2009,1,2,14,1.3,2.4,-13.1,1.7,33,4.0,965.4,1.5,3.9,1.4,454,32
39,2009,1,2,15,1.3,2.4,-12.5,1.7,35,4.2,965.4,1.5,3.7,1.4,327,23
40,2009,1,2,16,0.4,2.4,-12.7,1.7,37,4.4,965.9,1.5,3.0,1.1,185,13
41,2009,1,2,17,-0.7,2.4,-12.0,1.7,42,5.0,966.2,1.5,2.3,0.9,0,0
42,2009,1,2,18,-2.0,2.4,-11.5,1.7,48,5.8,966.7,1.5,2.1,0.8,0,0
43,2009,1,2,19,-2.6,2.4,-10.9,1.7,53,6.4,966.9,1.5,1.9,0.7,0,0
44,2009,1,2,20,-3.2,2.4,-10.5,1.7,57,6.8,967.0,1.5,1.7,0.6,0,0
45,2009,1,2,21,-3.6,2.4,-10.2,1.7,60,7.2,967.1,1.5,1.6,0.6,0,0
46,2009,1,2,22,-3.9,2.4,-9.9,1.7,63,7.6,967.1,1.5,1.6,0.6,0,0
47,2009,1,2,23,-4.2,2.4,-9.7,1.7,66,7.9,967.4,1.5,1.5,0.6,0,0
48,2009,1,3,0,-4.5,2.4,-9.6,1.7,68,8.2,967.3,1.5,1.5,0.6,0,0
49,2009,1,3,1,-4.6,2.4,-9.7,1.7,68,8.2,967.3,1.5,1.5,0.6,0,0
50,2009,1,3,2,-4.7,2.4,-9.8,1.7,68,8.2,967.2,1.5,1.5,0.6,0,0
51,2009,1,3,3,-4.7,2.4,-9.7,1.7,68,8.2,967.1,1.5,1.5,0.6,0,0
52,2009,1,3,4,-5.2,2.4,-10.2,1.7,68,8.2,967.4,1.5,1.5,0.6,0,0
53,2009,1,3,5,-5.6,2.4,-10.1,1.7,71,8.5,967.0,1.5,1.5,0.6,0,0
54,2009,1,3,6,-5.8,2.4,-10.0,1.7,72,8.6,967.2,1.5,1.4,0.5,0,0
55,2009,1,3,7,-6.0,2.4,-9.9,1.7,74,8.9,967.2,1.5,1.4,0.5,0,0
56,2009,1,3,8,-6.1,2.4,-9.8,1.7,75,9.0,967.4,1.5,1.4,0.5,0,0
57,2009,1,3,9,-4.3,2.4,-9.5,1.7,67,8.0,967.7,1.5,1.1,0.4,179,13
58,2009,1,3,10,-1.4,2.4,-10.8,1.7,49,5.9,968.2,1.5,1.6,0.6,323,23
59,2009,1,3,11,0.4,2.4,-12.6,1.7,37,4.4,968.1,1.5,1.9,0.7,442,31
60,2009,1,3,12,1.8,2.4,-13.4,1.7,31,3.7,967.5,1.5,2.2,0.8,507,35
61,2009,1,3,13,2.7,2.4,-13.6,1.7,29,3.5,966.5,1.5,2.4,0.9,509,36
62,2009,1,3,14,3.1,2.4,-13.4,1.7,29,3.5,965.9,1.5,2.5,0.9,449,31
63,2009,1,3,15,3.1,2.4,-12.8,1.7,30,3.6,965.8,1.5,2.6,1.0,324,23
64,2009,1,3,16,2.5,2.4,-11.6,1.7,35,4.2,965.6,1.5,2.2,0.8,183,13
65,2009,1,3,17,1.0,2.4,-10.6,1.7,42,5.0,965.8,1.5,1.8,0.7,0,0
66,2009,1,3,18,-0.6,2.4,-10.1,1.7,49,5.9,966.2,1.5,1.6,0.6,0,0
67,2009,1,3,19,-1.6,2.4,-9.6,1.7,54,6.5,966.3,1.5,1.5,0.6,0,0
68,2009,1,3,20,-2.3,2.4,-9.1,1.7,60,7.2,966.4,1.5,1.5,0.6,0,0
69,2009,1,3,21,-2.9,2.4,-8.8,1.7,64,7.7,966.6,1.5,1.5,0.6,0,0
70,2009,1,3,22,-3.4,2.4,-8.4,1.7,68,8.2,966.2,1.5,1.4,0.5,0,0
71,2009,1,3,23,-3.8,2.4,-8.0,1.7,73,8.8,966.1,1.5,1.4,0.5,0,0
72,2009,1,4,0,-4.0,2.4,-7.7,1.7,75,9.0,965.8,1.5,1.3,0.5,0,0
73,2009,1,4,1,-4.1,2.4,-7.4,1.7,78,9.4,965.5,1.5,1.2,0.4,0,0
74,2009,1,4,2,-4.0,2.4,-7.1,1.7,79,9.5,965.1,1.5,1.2,0.4,0,0
75,2009,1,4,3,-4.2,2.4,-6.8,1.7,82,9.8,965.2,1.5,1.2,0.4,0,0
76,2009,1,4,4,-4.4,2.4,-7.4,1.7,80,9.6,965.0,1.5,1.3,0.5,0,0
77,2009,1,4,5,-4.4,2.4,-7.4,1.7,80,9.6,965.0,1.5,1.2,0.4,0,0
78,2009,1,4,6,-4.3,2.4,-7.4,1.7,79,9.5,964.9,1.5,1.1,0.4,0,0
79,2009,1,4,7,-4.1,2.4,-7.4,1.7,78,9.4,964.9,1.5,1.2,0.4,0,0
80,2009,1,4,8,-3.3,2.4,-7.3,1.7,74,8.9,965.6,1.5,1.3,0.5,29,2
81,2009,1,4,9,-1.9,2.4,-7.1,1.7,68,8.2,965.8,1.5,1.2,0.4,145,10
82,2009,1,4,10,-0.6,2.4,-7.2,1.7,61,7.3,966.3,1.5,1.5,0.6,317,22
83,2009,1,4,11,0.5,2.4,-8.8,1.7,50,6.0,966.0,1.5,1.6,0.6,434,30
84,2009,1,4,12,1.9,2.4,-10.6,1.7,39,4.7,965.2,1.5,2.0,0.7,499,35
85,2009,1,4,13,2.7,2.4,-11.6,1.7,34,4.1,964.3,1.5,2.6,1.0,503,35
86,2009,1,4,14,2.7,2.4,-12.0,1.7,33,4.0,963.8,1.5,2.7,1.0,209,15
87,2009,1,4,15,2.7,2.4,-12.3,1.7,32,3.8,963.6,1.5,2.7,1.0,224,16
88,2009,1,4,16,2.2,2.4,-11.8,1.7,35,4.2,963.6,1.5,2.4,0.9,183,13
89,2009,1,4,17,0.8,2.4,-11.1,1.7,41,4.9,963.7,1.5,1.9,0.7,0,0
90,2009,1,4,18,-0.7,2.4,-10.8,1.7,46,5.5,964.1,1.5,1.8,0.7,0,0
91,2009,1,4,19,-1.5,2.4,-10.5,1.7,50,6.0,964.1,1.5,1.7,0.6,0,0
92,2009,1,4,20,-2.1,2.4,-10.2,1.7,54,6.5,964.3,1.5,1.6,0.6,0,0
93,2009,1,4,21,-2.7,2.4,-9.9,1.7,58,7.0,964.3,1.5,1.5,0.6,0,0
94,2009,1,4,22,-3.3,2.4,-9.7,1.7,61,7.3,964.5,1.5,1.4,0.5,0,0
95,2009,1,4,23,-3.5,2.4,-9.5,1.7,63,7.6,964.6,1.5,1.5,0.6,0,0
96,2009,1,5,0,-3.6,2.4,-9.1,1.7,66,7.9,964.5,1.5,1.4,0.5,0,0
97,2009,1,5,1,-3.9,2.4,-8.7,1.7,69,8.3,964.1,1.5,1.4,0.5,0,0
98,2009,1,5,2,-3.9,2.4,-8.4,1.7,71,8.5,964.0,1.5,1.4,0.5,0,0
99,2009,1,5,3,-3.3,2.4,-7.9,1.7,71,8.5,964.3,1.5,1.5,0.6,0,0
100,2009,1,5,4,-3.5,2.4,-8.2,1.7,70,8.4,964.4,1.5,1.6,0.6,0,0
101,2009,1,5,5,-3.5,2.4,-7.7,1.7,73,8.8,964.2,1.5,1.6,0.6,0,0
102,2009,1,5,6,-3.7,2.4,-7.1,1.7,77,9.2,964.2,1.5,1.6,0.6,0,0
103,2009,1,5,7,-3.9,2.4,-6.7,1.7,81,9.7,964.5,1.5,1.7,0.6,0,0
104,2009,1,5,8,-3.8,2.4,-6.3,1.7,83,10.0,964.6,1.5,1.8,0.7,0,0
105,2009,1,5,9,-2.5,2.4,-5.9,1.7,77,9.2,965.0,1.5,1.8,0.7,83,6
106,2009,1,5,10,-0.9,2.4,-6.8,1.7,64,7.7,965.4,1.5,3.5,1.3,169,12
107,2009,1,5,11,-0.0,2.4,-6.9,1.7,60,7.2,965.3,1.5,3.5,1.3,440,31
108,2009,1,5,12,1.1,2.4,-7.4,1.7,53,6.4,964.5,1.5,3.8,1.4,219,15
109,2009,1,5,13,1.6,2.4,-7.4,1.7,51,6.1,963.5,1.5,4.1,1.5,239,17
110,2009,1,5,14,1.5,2.4,-7.5,1.7,51,6.1,963.1,1.5,4.4,1.6,222,16
111,2009,1,5,15,0.7,2.4,-7.6,1.7,54,6.5,963.2,1.5,4.3,1.6,144,10
112,2009,1,5,16,-0.1,2.4,-6.8,1.7,61,7.3,963.5,1.5,3.8,1.4,83,6
113,2009,1,5,17,-1.0,2.4,-6.9,1.7,64,7.7,964.0,1.5,3.4,1.3,0,0
114,2009,1,5,18,-1.8,2.4,-6.9,1.7,68,8.2,964.6,1.5,3.7,1.4,0,0
115,2009,1,5,19,-2.5,2.4,-7.2,1.7,70,8.4,965.1,1.5,3.6,1.3,0,0
116,2009,1,5,20,-3.0,2.4,-7.7,1.7,70,8.4,965.2,1.5,3.5,1.3,0,0
117,2009,1,5,21,-3.3,2.4,-8.4,1.7,68,8.2,965.6,1.5,3.2,1.2,0,0
118,2009,1,5,22,-3.5,2.4,-8.7,1.7,67,8.0,965.8,1.5,2.8,1.0,0,0
119,2009,1,5,23,-3.7,2.4,-8.9,1.7,67,8.0,966.0,1.5,2.4,0.9,0,0
120,2009,1,6,0,-3.9,2.4,-9.1,1.7,67,8.0,965.9,1.5,2.1,0.8,0,0
121,2009,1,6,1,-4.1,2.4,-9.2,1.7,68,8.2,966.0,1.5,1.8,0.7,0,0
122,2009,1,6,2,-4.3,2.4,-9.4,1.7,68,8.2,966.0,1.5,1.6,0.6,0,0
123,2009,1,6,3,-4.4,2.4,-9.5,1.7,68,8.2,966.3,1.5,1.6,0.6,0,0
124,2009,1,6,4,-4.8,2.4,-9.0,1.7,72,8.6,966.1,1.5,1.4,0.5,0,0
125,2009,1,6,5,-5.2,2.4,-9.1,1.7,74,8.9,966.0,1.5,1.3,0.5,0,0
126,2009,1,6,6,-5.4,2.4,-9.1,1.7,75,9.0,966.2,1.5,1.2,0.4,0,0
127,2009,1,6,7,-5.6,2.4,-9.2,1.7,76,9.1,966.6,1.5,1.2,0.4,0,0
128,2009,1,6,8,-5.6,2.4,-9.4,1.7,75,9.0,966.8,1.5,1.1,0.4,0,0
129,2009,1,6,9,-4.3,2.4,-10.0,1.7,64,7.7,966.9,1.5,1.0,0.4,177,12
130,2009,1,6,10,-2.5,2.4,-12.4,1.7,47,5.6,967.0,1.5,1.2,0.4,326,23
131,2009,1,6,11,-0.6,2.4,-13.9,1.7,36,4.3,966.9,1.5,1.2,0.4,447,31
132,2009,1,6,12,0.8,2.4,-15.1,1.7,29,3.5,966.4,1.5,1.2,0.4,514,36
133,2009,1,6,13,1.9,2.4,-16.0,1.7,25,3.0,965.6,1.5,1.2,0.4,519,36
134,2009,1,6,14,2.4,2.4,-16.6,1.7,23,2.8,965.2,1.5,1.5,0.6,205,14
135,2009,1,6,15,2.4,2.4,-16.7,1.7,23,2.8,965.0,1.5,1.7,0.6,143,10
136,2009,1,6,16,2.0,2.4,-16.2,1.7,25,3.0,965.1,1.5,1.6,0.6,194,14
137,2009,1,6,17,0.7,2.4,-15.3,1.7,29,3.5,965.3,1.5,1.5,0.6,0,0
138,2009,1,6,18,-0.7,2.4,-14.8,1.7,34,4.1,965.6,1.5,1.4,0.5,0,0
139,2009,1,6,19,-1.5,2.4,-14.3,1.7,37,4.4,966.0,1.5,1.3,0.5,0,0
140,2009,1,6,20,-1.9,2.4,-13.8,1.7,40,4.8,966.2,1.5,1.3,0.5,0,0
141,2009,1,6,21,-2.2,2.4,-13.4,1.7,42,5.0,966.4,1.5,1.3,0.5,0,0
142,2009,1,6,22,-2.6,2.4,-12.8,1.7,45,5.4,966.9,1.5,1.3,0.5,0,0
143,2009,1,6,23,-2.5,2.4,-12.4,1.7,47,5.6,967.0,1.5,1.2,0.4,0,0
144,2009,1,7,0,-2.5,2.4,-12.0,1.7,48,5.8,966.4,1.5,1.3,0.5,0,0
145,2009,1,7,1,-2.8,2.4,-11.6,1.7,51,6.1,966.4,1.5,1.4,0.5,0,0
146,2009,1,7,2,-3.2,2.4,-11.2,1.7,54,6.5,966.1,1.5,1.4,0.5,0,0
147,2009,1,7,3,-3.5,2.4,-10.7,1.7,57,6.8,966.3,1.5,1.4,0.5,0,0
148,2009,1,7,4,-4.0,2.4,-11.9,1.7,54,6.5,966.0,1.5,1.4,0.5,0,0
149,2009,1,7,5,-4.4,2.4,-11.5,1.7,58,7.0,965.8,1.5,1.4,0.5,0,0
150,2009,1,7,6,-4.5,2.4,-11.1,1.7,60,7.2,965.9,1.5,1.4,0.5,0,0
151,2009,1,7,7,-4.6,2.4,-11.0,1.7,61,7.3,966.3,1.5,1.3,0.5,0,0
152,2009,1,7,8,-4.6,2.4,-11.1,1.7,60,7.2,966.6,1.5,1.3,0.5,0,0
153,2009,1,7,9,-3.2,2.4,-11.8,1.7,51,6.1,967.1,1.5,1.3,0.5,146,10
154,2009,1,7,10,-1.6,2.4,-14.4,1.7,37,4.4,967.4,1.5,1.6,0.6,326,23
155,2009,1,7,11,0.1,2.4,-16.0,1.7,29,3.5,967.4,1.5,1.7,0.6,446,31
156,2009,1,7,12,1.6,2.4,-16.8,1.7,24,2.9,966.7,1.5,1.7,0.6,513,36
157,2009,1,7,13,2.5,2.4,-16.7,1.7,23,2.8,966.2,1.5,2.2,0.8,518,36
158,2009,1,7,14,2.6,2.4,-16.4,1.7,23,2.8,965.9,1.5,2.4,0.9,460,32
159,2009,1,7,15,2.3,2.4,-16.1,1.7,24,2.9,965.8,1.5,2.5,0.9,221,15
160,2009,1,7,16,1.9,2.4,-15.7,1.7,26,3.1,965.7,1.5,2.2,0.8,194,14
161,2009,1,7,17,0.4,2.4,-14.8,1.7,31,3.7,966.0,1.5,1.8,0.7,0,0
162,2009,1,7,18,-1.1,2.4,-14.5,1.7,35,4.2,966.8,1.5,1.6,0.6,0,0
163,2009,1,7,19,-2.1,2.4,-13.7,1.7,41,4.9,967.4,1.5,1.4,0.5,0,0
164,2009,1,7,20,-3.0,2.4,-12.6,1.7,48,5.8,967.4,1.5,1.2,0.4,0,0
165,2009,1,7,21,-3.6,2.4,-12.7,1.7,49,5.9,967.5,1.5,1.1,0.4,0,0
166,2009,1,7,22,-3.9,2.4,-13.1,1.7,49,5.9,967.5,1.5,1.1,0.4,0,0
167,2009,1,7,23,-4.2,2.4,-13.5,1.7,48,5.8,967.5,1.5,1.1,0.4,0,0
168,2009,1,8,0,-4.4,2.4,-13.5,1.7,49,5.9,967.4,1.5,1.2,0.4,0,0
169,2009,1,8,1,-4.4,2.4,-13.7,1.7,48,5.8,967.4,1.5,1.2,0.4,0,0
170,2009,1,8,2,-4.4,2.4,-13.5,1.7,49,5.9,967.3,1.5,1.1,0.4,0,0
171,2009,1,8,3,-4.4,2.4,-13.3,1.7,50,6.0,967.2,1.5,1.1,0.4,0,0
172,2009,1,8,4,-4.6,2.4,-13.1,1.7,51,6.1,966.9,1.5,1.1,0.4,0,0
173,2009,1,8,5,-4.7,2.4,-13.0,1.7,52,6.2,966.9,1.5,1.1,0.4,0,0
174,2009,1,8,6,-4.8,2.4,-12.9,1.7,53,6.4,966.7,1.5,1.1,0.4,0,0
175,2009,1,8,7,-4.7,2.4,-12.8,1.7,53,6.4,966.9,1.5,1.1,0.4,0,0
176,2009,1,8,8,-4.8,2.4,-12.7,1.7,54,6.5,967.0,1.5,1.0,0.4,0,0
177,2009,1,8,9,-3.4,2.4,-12.3,1.7,50,6.0,967.2,1.5,0.8,0.3,73,5
178,2009,1,8,10,-1.0,2.4,-12.9,1.7,40,4.8,967.3,1.5,1.1,0.4,153,11
179,2009,1,8,11,0.6,2.4,-13.7,1.7,33,4.0,967.2,1.5,1.3,0.5,198,14
180,2009,1,8,12,1.6,2.4,-14.1,1.7,30,3.6,966.5,1.5,1.5,0.6,518,36
181,2009,1,8,13,2.5,2.4,-14.3,1.7,28,3.4,965.5,1.5,1.7,0.6,523,37
182,2009,1,8,14,3.0,2.4,-14.4,1.7,27,3.2,964.7,1.5,2.2,0.8,466,33
183,2009,1,8,15,2.9,2.4,-14.5,1.7,27,3.2,964.5,1.5,2.4,0.9,263,18
184,2009,1,8,16,2.0,2.4,-14.6,1.7,28,3.4,964.1,1.5,2.5,0.9,200,14
185,2009,1,8,17,0.6,2.4,-14.0,1.7,33,4.0,964.3,1.5,2.1,0.8,0,0
186,2009,1,8,18,-1.1,2.4,-13.9,1.7,37,4.4,964.8,1.5,2.0,0.7,0,0
187,2009,1,8,19,-2.0,2.4,-13.6,1.7,41,4.9,964.9,1.5,2.1,0.8,0,0
188,2009,1,8,20,-2.7,2.4,-13.1,1.7,45,5.4,965.1,1.5,2.0,0.7,0,0
189,2009,1,8,21,-3.2,2.4,-12.4,1.7,49,5.9,965.0,1.5,1.9,0.7,0,0
190,2009,1,8,22,-3.6,2.4,-11.8,1.7,53,6.4,964.8,1.5,1.7,0.6,0,0
191,2009,1,8,23,-3.8,2.4,-11.2,1.7,56,6.7,964.2,1.5,1.7,0.6,0,0
192,2009,1,9,0,-4.1,2.4,-10.8,1.7,60,7.2,963.8,1.5,1.7,0.6,0,0
193,2009,1,9,1,-4.2,2.4,-10.5,1.7,62,7.4,963.3,1.5,1.8,0.7,0,0
194,2009,1,9,2,-4.4,2.4,-10.3,1.7,63,7.6,962.9,1.5,1.9,0.7,0,0
195,2009,1,9,3,-4.5,2.4,-10.1,1.7,65,7.8,962.7,1.5,2.0,0.7,0,0
196,2009,1,9,4,-4.8,2.4,-10.8,1.7,63,7.6,961.8,1.5,2.1,0.8,0,0
197,2009,1,9,5,-4.9,2.4,-11.2,1.7,61,7.3,961.4,1.5,2.2,0.8,0,0
198,2009,1,9,6,-5.1,2.4,-11.7,1.7,60,7.2,961.3,1.5,2.2,0.8,0,0
199,2009,1,9,7,-5.3,2.4,-12.3,1.7,58,7.0,961.5,1.5,2.3,0.9,0,0
200,2009,1,9,8,-5.4,2.4,-12.8,1.7,56,6.7,961.7,1.5,2.2,0.8,0,0
201,2009,1,9,9,-4.6,2.4,-13.4,1.7,50,6.0,961.8,1.5,2.4,0.9,108,8
202,2009,1,9,10,-3.5,2.4,-14.6,1.7,42,5.0,961.8,1.5,3.3,1.2,327,23
203,2009,1,9,11,-2.0,2.4,-15.0,1.7,36,4.3,961.6,1.5,3.7,1.4,448,31
204,2009,1,9,12,-1.0,2.4,-14.8,1.7,34,4.1,960.8,1.5,3.9,1.4,516,36
205,2009,1,9,13,-0.3,2.4,-14.2,1.7,34,4.1,959.6,1.5,4.0,1.5,522,37
206,2009,1,9,14,0.0,2.4,-13.5,1.7,35,4.2,958.8,1.5,4.0,1.5,465,33
207,2009,1,9,15,0.1,2.4,-12.9,1.7,37,4.4,958.3,1.5,3.9,1.4,341,24
208,2009,1,9,16,-0.5,2.4,-12.4,1.7,40,4.8,958.2,1.5,3.7,1.4,81,6
209,2009,1,9,17,-1.6,2.4,-11.8,1.7,46,5.5,958.2,1.5,2.9,1.1,0,0
210,2009,1,9,18,-3.0,2.4,-11.1,1.7,54,6.5,958.5,1.5,3.1,1.1,0,0
211,2009,1,9,19,-4.0,2.4,-10.3,1.7,62,7.4,958.8,1.5,3.5,1.3,0,0
212,2009,1,9,20,-4.9,2.4,-9.9,1.7,68,8.2,959.2,1.5,3.6,1.3,0,0
213,2009,1,9,21,-5.5,2.4,-10.1,1.7,70,8.4,959.5,1.5,3.7,1.4,0,0
214,2009,1,9,22,-5.9,2.4,-10.3,1.7,71,8.5,959.6,1.5,3.7,1.4,0,0
215,2009,1,9,23,-6.1,2.4,-10.7,1.7,70,8.4,959.3,1.5,3.7,1.4,0,0
216,2009,1,10,0,-6.5,2.4,-12.1,1.7,64,7.7,959.1,1.5,3.9,1.4,0,0
217,2009,1,10,1,-6.8,2.4,-13.6,1.7,58,7.0,958.7,1.5,4.1,1.5,0,0
218,2009,1,10,2,-7.2,2.4,-14.3,1.7,57,6.8,958.5,1.5,4.0,1.5,0,0
219,2009,1,10,3,-7.4,2.4,-14.6,1.7,56,6.7,958.4,1.5,4.0,1.5,0,0
220,2009,1,10,4,-7.4,2.4,-13.7,1.7,61,7.3,958.1,1.5,4.2,1.6,0,0
221,2009,1,10,5,-7.5,2.4,-13.6,1.7,62,7.4,958.1,1.5,4.1,1.5,0,0
222,2009,1,10,6,-7.6,2.4,-13.5,1.7,63,7.6,958.2,1.5,4.4,1.6,0,0
223,2009,1,10,7,-7.9,2.4,-13.5,1.7,64,7.7,958.4,1.5,4.0,1.5,0,0
224,2009,1,10,8,-8.1,2.4,-13.9,1.7,63,7.6,958.7,1.5,4.1,1.5,30,2
225,2009,1,10,9,-8.0,2.4,-14.5,1.7,60,7.2,959.4,1.5,4.4,1.6,86,6
226,2009,1,10,10,-7.3,2.4,-15.2,1.7,53,6.4,959.7,1.5,4.7,1.7,158,11
227,2009,1,10,11,-6.5,2.4,-16.2,1.7,46,5.5,959.9,1.5,4.8,1.8,197,14
228,2009,1,10,12,-5.5,2.4,-16.9,1.7,40,4.8,959.5,1.5,5.0,1.8,533,37
229,2009,1,10,13,-4.8,2.4,-17.2,1.7,37,4.4,958.6,1.5,5.1,1.9,538,38
230,2009,1,10,14,-4.3,2.4,-17.4,1.7,35,4.2,958.1,1.5,5.1,1.9,481,34
231,2009,1,10,15,-4.3,2.4,-16.9,1.7,37,4.4,958.3,1.5,4.9,1.8,354,25
232,2009,1,10,16,-4.9,2.4,-15.2,1.7,44,5.3,958.3,1.5,4.7,1.7,208,15
233,2009,1,10,17,-5.7,2.4,-14.3,1.7,51,6.1,958.5,1.5,4.5,1.7,0,0
234,2009,1,10,18,-6.3,2.4,-13.6,1.7,56,6.7,958.7,1.5,4.2,1.6,0,0
235,2009,1,10,19,-6.5,2.4,-13.2,1.7,59,7.1,959.0,1.5,4.4,1.6,0,0
236,2009,1,10,20,-6.6,2.4,-13.0,1.7,60,7.2,959.3,1.5,4.4,1.6,0,0
237,2009,1,10,21,-6.5,2.4,-13.1,1.7,59,7.1,959.9,1.5,4.5,1.7,0,0
238,2009,1,10,22,-6.6,2.4,-12.9,1.7,61,7.3,960.0,1.5,4.2,1.6,0,0
239,2009,1,10,23,-6.8,2.4,-12.4,1.7,64,7.7,960.1,1.5,3.7,1.4,0,0
240,2009,1,11,0,-7.1,2.4,-12.0,1.7,68,8.2,960.0,1.5,3.3,1.2,0,0
241,2009,1,11,1,-7.3,2.4,-12.1,1.7,69,8.3,959.8,1.5,3.7,1.4,0,0
242,2009,1,11,2,-7.6,2.4,-12.3,1.7,69,8.3,960.0,1.5,3.7,1.4,0,0
243,2009,1,11,3,-7.8,2.4,-12.3,1.7,70,8.4,960.1,1.5,3.2,1.2,0,0
244,2009,1,11,4,-8.0,2.4,-12.2,1.7,72,8.6,960.0,1.5,2.5,0.9,0,0
245,2009,1,11,5,-8.4,2.4,-12.3,1.7,73,8.8,959.7,1.5,2.0,0.7,0,0
246,2009,1,11,6,-8.6,2.4,-12.3,1.7,75,9.0,959.6,1.5,1.4,0.5,0,0
247,2009,1,11,7,-8.8,2.4,-12.2,1.7,76,9.1,959.8,1.5,1.2,0.4,0,0
248,2009,1,11,8,-8.7,2.4,-12.1,1.7,76,9.1,959.9,1.5,1.2,0.4,0,0
